DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
20121024;0;153.7500000;154.3000000;150.7400000;152.6600000;36133160
20121025;0;152.7800000;154.2300000;152.1300000;152.7800000;24928680
20121026;0;151.6000000;151.9000000;150.1100000;151.5600000;28055970
20121029;0;151.0900000;151.7600000;150.2300000;150.8500000;14515460
20121030;0;150.3300000;151.6000000;146.9100000;147.0600000;45663650
20121031;0;147.0700000;148.2000000;144.5200000;144.9000000;45879980
20121101;0;144.8700000;145.6900000;141.8300000;144.3000000;44843050
20121102;0;144.6000000;147.3100000;144.3500000;146.0300000;35689340
20121106;0;146.0100000;146.6100000;144.6800000;146.0000000;21466000
20121107;0;146.5400000;147.8100000;143.4500000;143.7000000;31715450
20121108;0;142.2000000;144.3500000;141.5200000;143.1500000;37329090
20121109;0;142.7100000;145.8900000;142.5100000;145.6000000;32767570
20121112;0;146.0200000;146.4500000;144.3000000;144.8800000;22195220
20121113;0;144.0000000;144.3500000;139.1700000;139.8000000;47859800
20121114;0;140.0100000;140.5000000;138.0000000;139.3500000;45972270
20121115;0;138.3500000;142.2000000;138.1100000;141.7300000;35037820
20121116;0;141.2100000;141.2400000;139.6200000;140.2000000;27437070
20121119;0;140.6500000;142.2100000;140.4500000;142.0000000;22780830
20121120;0;142.5000000;142.8100000;140.0600000;141.2500000;19670390
20121121;0;140.7600000;143.6000000;139.2100000;142.8000000;33109290
20121122;0;143.0200000;143.4800000;142.0300000;142.1100000;19679330
20121123;0;142.1100000;142.7400000;140.9700000;141.6300000;29289690
20121126;0;141.9000000;142.2900000;140.1200000;140.3300000;21940740
20121127;0;140.8000000;141.2300000;138.0200000;138.3000000;34902250
20121128;0;137.8700000;138.7500000;136.5000000;137.2600000;42167920
20121129;0;138.4900000;138.9100000;136.7200000;137.2900000;28855870
20121130;0;137.5000000;139.3800000;136.5000000;138.6700000;46758000
20121203;0;139.4000000;141.1500000;138.4300000;140.8800000;36112070
20121204;0;139.8000000;141.2500000;139.2300000;139.4000000;25927810
20121205;0;140.1900000;142.9900000;140.1400000;140.6700000;44337850
20121206;0;140.4500000;141.1600000;138.6000000;139.5300000;36300120
20121207;0;139.8900000;140.1700000;138.3300000;139.5000000;25899000
20121210;0;139.9800000;140.9400000;139.4500000;140.2900000;23456770
20121211;0;140.3300000;140.8900000;139.2700000;139.5300000;30034400
20121212;0;140.2000000;141.6000000;139.8800000;140.9400000;39987000
20121213;0;140.9100000;141.0900000;139.0500000;139.4800000;33142430
20121214;0;139.3500000;140.0100000;139.0300000;139.4100000;26919300
20121217;0;139.6500000;140.0000000;138.5100000;139.7300000;38005690
20121218;0;140.4700000;141.4500000;140.0500000;140.3400000;37052990
20121219;0;141.0000000;142.2900000;140.0800000;140.1600000;36175280
20121220;0;139.4700000;142.7700000;138.8800000;142.7500000;52631210
20121221;0;141.5000000;144.5000000;141.2400000;144.3500000;54736690
20121224;0;144.4100000;145.8200000;144.3800000;144.6500000;32439520
20121225;0;145.0000000;145.3000000;144.0000000;144.7600000;13382570
20121226;0;145.0000000;145.2000000;144.5000000;145.0600000;11145690
20121227;0;144.8000000;145.3800000;144.4500000;144.9500000;17132780
20121228;0;144.8000000;145.0000000;143.6800000;143.7000000;22201360
20130108;0;146.2000000;147.9600000;145.6400000;147.9000000;25194460
20130109;0;147.2700000;149.0500000;147.1500000;148.9100000;29495030
20130110;0;149.0000000;149.5100000;147.3000000;147.6000000;22687230
20130111;0;147.7000000;148.6900000;147.4000000;147.9700000;19645680
20130114;0;148.5500000;149.8500000;148.2000000;149.6000000;28624470
20130115;0;149.3200000;149.6000000;147.7100000;147.7300000;25909670
20130116;0;147.6700000;148.4000000;146.0300000;146.4200000;31561980
20130117;0;146.5000000;148.2300000;146.3700000;147.7000000;31752360
20130118;0;148.4000000;149.2300000;148.1300000;148.4200000;27574060
20130121;0;148.4100000;148.7000000;146.6400000;147.7400000;19778150
20130122;0;147.9000000;148.1400000;145.4100000;145.8400000;28664340
20130123;0;146.2500000;146.9400000;145.6000000;146.6700000;23636620
20130124;0;146.4000000;146.6300000;144.8500000;146.1400000;23624260
20130125;0;146.1400000;146.7800000;145.0600000;146.4000000;22435850
20130128;0;146.8700000;147.9900000;146.1700000;147.2200000;29065400
20130129;0;147.2000000;147.2000000;145.7000000;145.9100000;27541450
20130130;0;146.5500000;147.1700000;143.1500000;143.8500000;38964310
20130131;0;143.6400000;143.6700000;141.2700000;142.0900000;37656240
20130201;0;142.4400000;143.4700000;141.8700000;142.2800000;27053180
